,0
479,"We screen the literature every day and update the global research platform on #COVID19. This helps @WHO and other agencies update their guidance based on the latest evidence. &gt;100,000 visitors/day last week. @DrTedros @DrMikeRyan @GroveJohn @ChrisJElias"
480,"RABAT, March 27 (Reuters) - The European Union pledged 450 million euros in aid to help Morocco counter the coronavirus, a joint EU-Moroccan statement said on Friday. Why?"
481,What else spreads like a virus and is highly contagious? This fantastic video by @bellingcat helps you navigate the disinfo ecosystem around #COVID19: https://www.bellingcat.com/news/2020/03/25/the-coronavirus-disinformation-system-how-it-works/
482,"#Cuba deserves the world's respect, not it's Sanctions... They will be long remembered for their selfless help to tackle #coronavirus "
483,"EU takes action on all fronts to reduce the spread of the coronavirus, help procure medical equipment, support research on treatment and vaccines, prop up the economy to save people’s jobs and support companies - and much more. #coronavirus. "
484,Coronavirus is coming for the world's poor. Here are six ways to help https://bit.ly/2y2OtuB
485,My husband @SenatorHughes is thinking outside of the political box and making moves to help those on the frontline protect themselves. #handsanitizer
486,VIDEO: A Brussels hospital developed an emergency ventilator made from a Decathlon snorkelling mask to help mitigate any equipment shortages during the #coronavirus pandemic 
487,"Together to fight #COVID19! Within 20 days, researchers have submitted 270 applications for the special call launched by @snsf_ch to help fight the #coronavirus. The majority are biomedical, but there are also 75 projects from humanities &amp; social sciences. "
488,Hey #humanitarian's we need your help! We want to understand the impact of the #coronavirus on humanitarian operations. fill out this #questionnaire so we an all get an overview. https://www.surveymonkey.com/r/covid19_impact.
489,Scientists have been able to monitor the #coronavirus pandemic faster than any previous outbreak. Find out how #EUfunded research on gene sequencing and online sharing of data is helping them ⬇
490,Migrants in northern Italy join the battle against #coronavirus by making face masks to help protect police in need. @OIMItalia | #COVID19 We are all in this together.
491,Coronavirus is coming for the world's poor. Here are six ways to help https://bit.ly/2y2OtuB
492,"The coronavirus crisis has exposed the EU's ""weaknesses"" and failure to help in times of need, Orbán says "
493,"How many lives will this incompetence cost? ... And who's going to resign for it? ""Downing Street has blamed an 'administrative error' for the UK's failure to sign up to an emergency EU scheme to help procure vital medical equipment to fight coronavirus."" "
494,"Our 🇪🇺 EU Emergency Response Coordination Centre is working 24/7 to support the repatriation flights for EU citizens stranded abroad because of the #coronavirus outbreak. So far, we have helped repatriate more than 2 300 EU citizens. #EUsolidarity"
495,"#EUcouncil through videoconferencing is as new as the crisis we’re facing in our respective countries. Belgium supports a coordinate effort to safeguard our Single Market, mutual help regarding the EU-citizens stuck abroad and a comprehensive economic approach. #Coronavirus 🇧🇪🇪🇺 "
496,"The World Health Organization chief who helped China downplay the coronavirus was accused in the past of covering up 3 cholera epidemics in his home country, Ethiopia, while he was health minister. Thanks to Beijing's lobbying, he won the WHO post in 2017. "
497,"#BREAKING Germany has boosted its #coronavirus test rate to 500,000 a week, with the early detection helping to keep the country's death toll relatively low, a virologist says "
498,.@wef Trustee @YoYo_Ma has launched #SongsofComfort to help people cope during lockdown - We'll be sharing musical submissions to help people cope with anxiety caused by coronavirus. Here's Crystal Awardee @angeliquekidjo singing Kulumbu! 🔊 Read more: https://bit.ly/2ybwS3J
499,31 Italian doctors are reported dead after being infected with #coronavirus; 17 of them GP’s. Hard hit Bergamo is having to send bodies to be cremated in other parts of Italy. Meanwhile a third group of doctors from China arrived in Italy to help.. 
500,His #EUfunded ERC grant was about discovering and repurposing drugs to treat syphilis. But @oriolmitja's approach could also help find a possible #COVID19 prophylactic treatment. Good luck with the clinical trials!🤞
501,"Allied planes w/ 48 tons of medical supplies have arrived in #Slovakia 🇸🇰 to help fight the #coronavirus crisis.✈ 45 tons of medical equipment, incl. 100,000 protective suits, will arrive in #Romania 🇷🇴 tomorrow. Read more: https://bit.ly/2UloCqx #StrongerTogether #WeAreNATO"
502,A cargo plane carrying several tons of medical supplies landed at Pardubice airport 🇨🇿 last night to help combat the #coronavirus. ℹ️ http://bit.ly/3dsR0P2
503,Coronavirus is coming for the world's poor. Here are six ways to help https://bit.ly/2y2OtuB
504,"It's normal to feel sad, stressed, confused or scared right now. Talking to people you trust can help. Give them a call 📱. We are in this together ❤️ #coronavirus "
505,"Sharing this in case it can help someone. I have been experiencing symptoms of the #coronavirus for about a week. I have not been formally tested, but I had a remote consultation with my GP yesterday and she thinks there is little doubt. I will try to update this thread daily.👇"
506,"The @WHO is offering important &amp; clear information for the public, including infographics that are easy to share to help ensure that everybody gets the message to protect themselves &amp; others against the #coronavirus https://facebook.com/pg/ifsbh/photos/?tab=album&amp;album_id=10163088677865257 #COVID19 Source: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public"
507,"""I would also like to thank @tiktok_uk/@tiktok_us for its contribution of USD 10M dollars, and for its valuable support in helping to reach its large, young audience with reliable health information""-@DrTedros #COVID19 #coronavirus"
508,"The #COVID19 crisis is testing our capacities, but also our unity. We will only overcome this pandemic through joint global action. The #OECD is committed &amp; active to help countries win this war &amp; recover fast. Read my Op Ed here:"
509,Tackling the #coronavirus: view our suggested #taxpolicy &amp; #taxadministration measures governments can take to help taxpayers during the #COVIDー19 pandemic. 🔍 View additional policy responses from the @OECD on our dedicated website ➡️ http://www.oecd.org/coronavirus
510,Proud of the @DeptofDefense @thejointstaff effort to help the people of Italy combat Coronavirus #Coronavid19 @USNATO @USAmbNATO @USAmbEU
511,Please note we will close at 1pm Monday 23rd March due to corona virus 🦠 If anyone needs anything delivering please DM me or call 01580 764241 I am more than happy to assist. I am a retained firefighter with @kentfirerescue and will now be volunteering my time to help support
512,Italy needs your help to fight coronavirus 
513,"A #RedCross volunteer, 49 years and father of 2. Taken away by #COVID19 This is very real, friends: please #StayAtHome &amp; keep supporting those helpers who are putting their lives on the line for all of us. #GrazieFausto #coronavirus #Covid_19 #COVIDItaly"
514,"How workers + Small Bus. are supported thru #coronavirus crisis + afterwards, will determine the shape of Ireland for next few years - @graceblakeley 'Stolen' an important read to help understand the challenges + how we should deal with them. Bail out people not Banks this time.."
515,"#US should not be allowed sacrifice global public health to suit it's pathetic agenda, by imposing Sanctions on so many countries like #Iran #Venezuela #Nicaragua #Syria - world community must help these countries fight #Coronavirus by pressuring US to end this inhuman action.. "
516,"All of us, especially political leaders, should stop criticising and blaming other countries regarding #coronavirus responses. Looking for scapegoats will not help. This is not about winning the next elections but fighting a collective battle through international cooperation. "
517,#Repost @tomellis17 IG This video by @JOSHSTYLELA helps illustrate what #socialdistancing will eventually do to the #Coronavirus. Get it under control and smash it out of our lives. Stay home. Stay safe. We can do this. Sending all of you lots of love 🙏🏽😈 #tomellis #lucifer
518,Animal shelters are asking for foster homes to help them house pets as coronavirus necessitates big changes in the way they operate. https://www.huffpost.com/entry/foster-adopt-pet-coronavirus-covid-19-cat_n_5e6e9c26c5b6bd8156f9cd7e?ncid=engmodushpmg00000004 #via @HuffPost
519,Some powerful straight talking from #Serbia who have to look to #China for help with #coronavirus - Exposing the hypocrisy of the #EU - We have a lot to learn about #Solidarity from China and others. Europe needs to wake up to reality that the virus doesn't recognize borders...
520,"🔈🚨 European Commission dedicated 164€ Million in funding to startups and SMEs that ""could help treating, testing, monitoring or other aspects of the Coronavirus outbreak."" The funding is managed via the EIC Accelerator "
521,Frustrated that our league has been suspended due to the Coronavirus outbreak but thankful to see some precautions are being taken to help this situation. Wishing you all continued health and safety. Take care… https://www.instagram.com/p/B9pffaeH4vt/?igshid=u9qrhbqmwztc
522,"For entrepreneurs in France whose business activities have been impacted by the spreading effects of the coronavirus, learn more about the measures taken by the government @LaFrenchTech to help out ⚠️"
523,So everyone is talking about #coronavirus #COVID19 😬 this can maybe help #handwashing 🧼 sing #Rockstar #Everyday by @wehavehalflives
524,Yesterday with @melismine and the help of a tripod we filmed yet another hand washing message for our @IFRC TikTok audience. So far 193k people liked it 💧🧼🤲 De México para el mundo. “La cumbia del #coronavirus” https://vm.tiktok.com/p1m2gt/ #COVID19
525,EU Commission President @vonderleyen announces measures to help the aviation industry struggling with #CoronaVirus effects. They can now keep airport slots even for flights that have stopped operating. This will stop them from operating empty “ghost flights” to keep slots. 
526,"To be fair we must add : All of the Israeli ICA conti riders are staying in a #coronavirus quarantine and could not challenge Omer, nor help him. So it takes nothing from the victory and this great kid that also won this race last year. Yalla Omer! "
527,"Regarding #coronavirus, Panic does not help, neither does racism towards #Chinese community. But we should take lessons from Chinese who got control of the virus by restricting movement - #EuropeanParliament should hold March 9th Plenary in Brussels, not Strasbourg - @GUENGL ..."
528,"Short, sweet & helpful 🤩, my favorite #coronavirus GIF so far! Kudos, @CDCgov 👏"
529,I appreciate the sentiment at Paris fashion week but this anti-BACTERIAL gel won’t be much help against the Corona VIRUS. – at Place de la Bastille
530,"Swine flu broke out in the US in 2009, killed over 10,000 and spread to over 100 countries - we need to offer Solidarity and support to #China and help them to deal with #coronavirus, rather than criticise them - could any other country deal as efficiently with a new virus...? "
531,Some heros don't wear capes #RespiratoryTherapists #coronavirus 
532,Hey dude... https://www.bosch.com/stories/vivalytic-rapid-test-for-covid-19/ Hope you are well. Stay strong. State safe mate x x
533,"Spain's El País reports this morning that Chinese-made #Covid19 rapid testing kits has only 30% sensitivity, as opposed to the 80%-level expected, resulting in failures to detect positive cases in different hospitals. Figures confirmed by govt, it adds."
534,"An ice rink inside a Madrid shopping mall was turned into a temporary morgue to deal with a surge in deaths in the Spanish capital due to the coronavirus, local officials said "
535,"#Coronavirus: Air pollution and CO2 fall rapidly as #COVID19 virus spreads affecting industrial output, aviation and ground transport #ClimateEmrrgency"
536,"❗❗❗one big reason why coronavirus spread rapidly in GermanyNORDRHEIN-WESTFALEN is the first man infected during incubation went to the carnival! If 1 person got infected, then at least 30 ppl around will got infected. Plz cancel this 1000ppl gathering carpet!❌@ISU_Figure 💢"
537,Nicolas Bedos lapidé pour une blague sur le coronavirus 
538,"While the #coronavirus crisis is causing disruption to education, training and mobility opportunities across the EU and beyond, we want to make sure it does not hinder learning. We have gathered together a wide range of resources to support online learning ↓"
539,"I'm encouraged by the intl community's investments in testing R&D. Thank you 🇬🇧for this initiative with 🇸🇳! https://www.ft.com/content/c4dd26c8-679d-11ea-a3c9-1fe6fedcca75 But to end #COVID19 pandemic, the world needs to continue investing in supplies, training &amp; further research! We are truly in this together."
540,#BeActive and stay #HealthyAtHome ! Here are some physical activities you can do at home during #COVID19 outbreak: 🤸‍Try exercise classes online 💃Dance to music 🎮Play active video games 🤾Try skipping rope 💪Do some muscle strength &amp; balance training #coronavirus 
541,"This training is intended for healthcare workers and public health professionals, as it is focused on infection prevention and control. Be enrolled in the #OpenWHO course Infection Prevention and Control (IPC) for Novel Coronavirus (COVID-19) "
542,"What’s coming next by Corona Virus 🦠??? For me... if be closed boarder, it’s hard to do good training 🙄 also I had came into Belgium for ride now 🇧🇪 "
543,"#Iran #Humanitaire: #Coronavirus: Latest News in Brief – March 29, 2020... http://as-human-lu.blogspot.com/2020/03/blog-post_29.html #Luxembourg #HumanRights #FreeIran #CSDHI #CNRI #PMOI/ #MEK pic.twitter.com/3NDMj1vY2L"
544,"#Iran #Humanitaire: Iran news in brief, March 28, 2020... http://as-human-lu.blogspot.com/2020/03/iran-news-in-brief-march-28-2020.html #Luxembourg #HumanRights #FreeIran #CSDHI #CNRI #PMOI/ #MEK #coronavirus pic.twitter.com/580pYx1wiu"
545,"#Iran #Humanitaire: #Coronavirus: Defiant Youth Target Security Forces in Tehran, Khomeini’s So-Called Relief Committee, a Center of Plunder in Qom... http://as-human-lu.blogspot.com/2020/03/iran-news-in-brief-january-29-2020.html #Luxembourg #HumanRights #FreeIran #CSDHI #CNRI #PMOI/ #MEK pic.twitter.com/FXHlkfZvAR"
546,Bursted: President Buhari’s Coronavirus Test Is Positive Not Negative — CNN http://decencyglobalnews.blog/bursted-president-buharis-coronavirus-test-is-positive-not-negative-cnn/
547,"The Coronavirus will reshape our world. We don’t yet know when the crisis will end. But we can be sure that by the time it does, our world will look very different. Read my blog post “The Coronavirus pandemic and the new world it is creating” #COVID19 https://europa.eu/!Bh68Mx"
548,"The latest The Health, Fitness, Weight control Daily! https://paper.li/f-1539808846?edition_id=7c32e4f0-72c7-11ea-9480-0cc47a0d1605 Thanks to @SysteemKabouter @merelwildschut @AZAlkmaar #nlhealth #icthealth"
549,Get the latest information about novel corona virus from world health organization. 
550,“Real change takes place in deep crisis. You will not stop the momentum that will build.” @SchleicherOECD spoke to @qz about the challenges and opportunities the #coronavirus #COVID19 crisis presents ⤵️ #LessonsForEducation
551,“Numbers that don’t matter right now”. CNN’s press guru @brianstelter writes in his daily briefing about the obscenity of Trump’s continued obsession with his TV ratings. #coronavirus. 
552,You can read here my article for @WiredUK about the lauch of @infotagion our new service to combat disinformation about COVID-19; 'Coronavirus lies are going viral. It’s essential we all fight back' 
553,"You fear the coronavirus, have you thought about the fire? "
554,"Watch this short animation to learn more about #COVID19, how it spreads and how to protect yourself against it. #coronavirus "
555,"Here you go! @SpeakerPelosi is fully in for another impeachment game She wants to know what @realDonaldTrump knew about coronavirus and when he knew it, in an ""after-action"" investigation Complaining that ppl died after the president signed? She was the one holding up the bill. "
556,"Amid the COVID-19 pandemic, lives depend on accurate and timely information. We have collected over 150 examples of pro-Kremlin disinformation about the coronavirus. Stay ahead. Stay aware. https://euvsdisinfo.eu/disinformation-can-kill/"
557,Discussion about how to use mobile data to fight back #COVID19 everywh. This messenger app uses a selective test-trace-test approach in line with EU data law. It bases on active participation of all people. #coronavirus @WhatsApp can you launch this feature for us worldwide?
558,"Due to the Coronavirus outbreak, we’ve changed our opening hours. For more information about our response to the Coronavirus outbreak, read our FAQs https://www.hastingsdirect.com/coronavirus/"
559,"""As the #COVID19 pandemic evolves &amp; more countries are affected, we are learning more about what works &amp; what doesn't""-@DrTedros #coronavirus"
560,Preparation & knowledge is 🔑 to beating the #coronavirus. Learn about coronaviruses &amp; emergency response with #OpenWHO courses: -Intro to #COVID19 -Health &amp; safety -Infection prevention &amp; control -Clinical care -Country capacitation -Treatment facilities https://bit.ly/3bvlPAO
561,"A cat has been diagnosed with the coronavirus in Belgium. She started showing symptoms of the disease a week after her owner did. Belgian federal spokesperson says this is an ""isolated case and we are talking about a human-to-animal transmission, not the other way round."" Argh!"
562,French economy at about 65 percent of normal levels due to coronavirus outbreak https://f24.my/6JvY.t
563,Nine doctors die in the Philippines from #coronavirus. Hospitals are overwhelmed and medics complain about a lack of protection on the front lines http://u.afp.com/3TuQ
564,The lack of evidence on the origin of the #CCPvirus is especially troubling. Virologists seem to agree that there’s still a missing link—the original source of the #virus that may still be out and about. https://www.theepochtimes.com/the-mysterious-origins-of-the-ccp-virus-2_3281567.html #coronavirus #COVIDー19
565,"Stay strong @Mark_McClurg! Our prayers are with you. Thank you for making an effort in such a difficult moment to send a message to the 🌍 about how dangerous #coronavirus can be &amp; reminding us of the importance of following advice to keep ourselves, but also #healthworkers, safe"
566,His #EUfunded ERC grant was about discovering and repurposing drugs to treat syphilis. But @oriolmitja's approach could also help find a possible #COVID19 prophylactic treatment. Good luck with the clinical trials!🤞
567,"The outbreak of coronavirus disease 2019 (COVID-19) may be stressful for people. Fear and anxiety about a disease can be overwhelming and cause strong emotions in adults and children. Coping with stress will make you, the people you care about, and your community stronger. "
568,"We can still beat #COVID19 with a comprehensive approach: test, trace, treat, isolate. In this video, @mvankerkhove talks about numerical forecasts of the #coronavirus's trajectory &amp; reminds us that we can all prevent the worst, following WHO guidance: http://bit.ly/37C3jVA"
569,"In a time that calls for international cooperation to fight a common threat, Kremlin mouthpiece Sputnik chooses to spread disinformation about COVID-19."
570,"In nutshell, Pakistani journalists lack professionalism and know nothing about precessional ethics. They’re the most illiterate people in this country. These BA pass duffers should go back to schools to unlearn certain things and develop into sound professionals. #CoronaVirus"
571,"Sharing this in case it can help someone. I have been experiencing symptoms of the #coronavirus for about a week. I have not been formally tested, but I had a remote consultation with my GP yesterday and she thinks there is little doubt. I will try to update this thread daily.👇"
572,"Some truths about the coronavirus, according to @WHO https://bit.ly/39WjWfy #coronavirus #health"
573,if adam sandler made a song about coronavirus 
574,"The need for reliable sources of information is more important than ever. That's why @EP_ScienceTech #ESMH has compiled a list of sources from recognised official international webpages providing daily updates, data &amp; maps about the new #coronavirus. 👇 "
575,Research & Innovation 🔬🧪🦠 is critical to tackle this global crisis. The Commission launched a page to inform about all the 🇪🇺 EU research projects and initiatives to tackle the spread of #COVIDー19 and preparedness for other outbreaks. Learn here➡️
576,"""clerical dictatorship ruling #Iran has engaged in a cover-up, preventing the free flow of crucial information about the spread of coronavirus in that country. It covered up the truth in support of its political motives and agenda"" "
577,To all the neurotypical people without anxiety disorders who're freaking out about coronavirus: 
578,Such a good opportunity to learn more about #COVID19 via this upcoming conversation between @DrTedros @mvankerkhove and @priyankachopra today @12:30pm PST via Facebook and Insta ⬇️ #coronavirus 
579,"All of us, especially political leaders, should stop criticising and blaming other countries regarding #coronavirus responses. Looking for scapegoats will not help. This is not about winning the next elections but fighting a collective battle through international cooperation. "
580,Some powerful straight talking from #Serbia who have to look to #China for help with #coronavirus - Exposing the hypocrisy of the #EU - We have a lot to learn about #Solidarity from China and others. Europe needs to wake up to reality that the virus doesn't recognize borders...
581,"Shocking report on Sky News about the reason behind the UK government’s sudden switch its from controlled spread approach to suppression of the coronavirus: experts told them that a best case scenario under the existing model was 250,000 deaths."
582,So many people misinformed about the virus. Governements ask to cancel and avoid mass concentrations of people yet everyone rushes to the supermarkets in close contact with eachother. 🤡 Guys this is not the walking dead. @geant_casino #coronavirus 
583,A total disgrace that Irish Gov's ever allowed #US Military use #Shannon to destroy the lives of millions. @LeoVaradkar Are we going to risk the lives of Irish people now by allowing US Military troops to come to Ireland from the US when #Trump was in denial about #coronavirus..? 
584,We don’t care about the coronavirus in France. We care about our bakeries 😂 
585,An intriguing thread about #UK approach to #Covid_19. Totally different from the approach adopted by Asian &amp; European countries. Definitely worth a read. #COVID19 #coronavirus #CovidUK
586,WATCH this min clip❗️ THIS is ALL you need to KNOW about #Corona❗️ #FlattenTheCurve ‼️ ✅ #coronavirus #coronapocalypse #CoronaOutbreak #CoronaVirusUpdates #CoronaVirusDE #coronarvirusitalia #CoronavirusPandemic
587,"I tried to warn everyone of my followers and friends about the #coronavirus while I was living in Wuhan during the #CoronaOutbreak , I bet now they wish they listened to me earlier smh 🤦🏽‍♂️"
588,"Am I the only one who doesn't panic or worry about Coronavirus? What worries me most is that if I ever have it I can infect other people but except this I am not afraid, it is the equivalent of a big flu"
589,"For entrepreneurs in France whose business activities have been impacted by the spreading effects of the coronavirus, learn more about the measures taken by the government @LaFrenchTech to help out ⚠️"
590,So everyone is talking about #coronavirus #COVID19 😬 this can maybe help #handwashing 🧼 sing #Rockstar #Everyday by @wehavehalflives
591,Me on my year abroad hearing about Loughborough having Coronavirus 
592,"I’ve heard a lot of conspiracy theories about corona virus. Here’s the latest:”a cunning plan to alleviate the burden of pensions in states with againg populations” (Ibrahim, 39, Uber driver). I can’t do much to change his idea, but I did give him a small bottle of hand sanitizer"
593,"""Showing no particular alarm about the worsening health crisis, Ursula von der Leyen spent just 1.5 minutes discussing coronavirus. By contrast, she opened her remarks by speaking for more than 5 minutes about tensions at the Turkish-Greek border."" "
594,"Guys No! You cannot deal with #coronavirus as if nothing is happening out there. We don't know much about it yet, but we need to be careful. Wear your masks in order to protect yourselves and the ones around you. ✈️ Safe travels to the ones who have obligations. #COVID19"
595,"Dear climate & energy Twitter community, with the global economy likely to take a significant hit from the impact and response to the #coronavirus epidemic, it's time to think about green stimulus. Any thoughts? What are the must read studies on this topic?"
596,So I spoke to some people at the Harcourt Street nightclubs over the weekend about the coronavirus and this is what they had to say... 
597,"In fairness to the 'great super genius' #Trump, he probably knows that he hasn't a clue. They're in denial about #coronavirus but there's a good chance that they won't be able to maintain the luxury of being in denial... "
598,Snowboarding done for the year. Time to think about work. I'm assuming that between Coronavirus and IR35 there's an absolute glut of work around for an indy strategy consultant. Right? Guys?
599,"An aspect of the #coronavirus crisis that wasn’t discussed ahead of the health ministers meeting today (acc. to official brief), but which one EU official told me is terrified about is the risk of the 🦠 reaching cramped refugee camps in 🇬🇷. It would cause a humanitarian disaster"
600,Never underestimate the political sensitivity of the Strasbourg seat issue. Politicians in France are *freaking out* about the Parliament moving next week’s Strasbourg plenary session to Brussels because of #CoronaVirus 
601,"#EuropeanParliament Plenary moves to Brussels - decision should have been made Monday, but credit to @EP_President Sassoli, better late than never. Less credit to French Chair of #environment Committee - didn't want me to talk about Strasbourg at Exchanges on #coronavirus today "
602,Nowcasting and Forecasting macro activity using big data: Daily Chinese GDP by @Q3Techno is today about 3.5% #coronavirus #bigdata #EconTwitter
603,"Someone should do a study about whether and how different countries are providing information about #coronavirus in their national signed languages. Significant differences in approach, speediness and quality. #covid2019 #1ntSL"
604,"Yesterday I overheard at a Paris Fashion Week show, while they did the Bise (kiss): “Don’t worry about my cough, I just got tested.” I’m shaking my head. #coronavirus #COVID19"
605,Paris half marathon is canceled due to Coronavirus. Boo hiss. On the plus side got tickets for Stormzy tonight....swings and roundabouts.
606,I plan to meet online platforms next week to understand better the scale of the #disinformation about #covid19 #coronavirus. We all need to work together to ensure the dissemination of reliable information. 👇 
607,Short video about #coronavirus - this needs to be dubbed in various local languages 
608,I spoke with animal rescuers in China about the rising number of animals abandoned during the coronavirus outbreak. 
609,Nothing makes a nation feel safe in a crisis like a president contradicting his own public health officials immediately after they’ve spoken about the coronavirus.
610,"“A case fatality rate of between 2% to 4% rivals & even exceeds that of the 1918 Spanish Flu pandemic, which is estimated to have killed upwards of 50 million people.” This is why #COVID19 is not “just a bad flu.” #coronavirus #pandemic https://www.statnews.com/2020/02/25/new-data-from-china-buttress-fears-about-high-coronavirus-fatality-rate-who-expert-says/ via @statnews"
611,"A lot of discussion in Africa about obtaining drugs for treating #coronavirus, so this list should remind us: 1/No antiviral agents proven to work against #nCoV in humans (1/2) – at WHO Executive Board Room"
612,".@PeterDaszak keeping the world humble about #coronavirus emergence and human infection at @WHO meeting. We don’t definitively know animal species of origin, mode of transmission from animal to humans, &amp; how to reduce risk of transmission. #nCoV – at WHO Executive Board Room"
613,Exxon Cracking Down on Employee Travel After Profits Collapse. The restrictions may signal intensifying concern among Exxon leadership about the prospects for a recovery as China’s coronavirus outbreak slams global energy demand. Bloomberg
614,"All #migrants &amp; #asylumseekers living in #Portugal are to be treated as permanent residents during the #coronavirus crisis, the govt has announced. They will be free to use country’s health service, welfare system, bank accounts, &amp; work &amp; rental contracts "
615,"In this #COVID19 crisis there are going to be countries that panic, countries that isolate and countries that show humility and resilience- #Portugal to treat #migrants as residents during coronavirus crisis "
616,“Real change takes place in deep crisis. You will not stop the momentum that will build.” @SchleicherOECD spoke to @qz about the challenges and opportunities the #coronavirus #COVID19 crisis presents ⤵️ #LessonsForEducation
617,"While the #coronavirus crisis is causing disruption to education, training and mobility opportunities across the EU and beyond, we want to make sure it does not hinder learning. We have gathered together a wide range of resources to support online learning ↓"
618,Evidence keeps growing on the unfair share of domestic chores and family care duties. So does need to ensure a #genderdimesion in all policies &amp; measures to tackle crisis: “Women's domestic burden just got heavier with the #coronavirus. ” 
619,#EUAntitrust #coronavirus The Commission remains committed to providing swift antitrust guidance on cooperation initiatives in view of the coronavirus crisis and today launched a dedicated website on this subject https://ec.europa.eu/commission/presscorner/detail/en/mex_20_560
620,"Portugal temporarily regularises undocumented people with pending applications for residence as ""duty of solidarity in times of crisis"" to fight #coronavirus "
621,7/ Ten million passengers fly between Taiwan & China every year. Taiwan has an acute interest in protecting its own & the world’s welfare from this latest health threat. Yet Taiwan was excluded from the WHO emergency meetings on the new coronavirus crisis. 
622,Statement from Commission President von der Leyen on proposals to fight the economic effects of the coronavirus crisis 
623,We continue to mobilise all the means at our disposal to fight the spread of the #coronavirus. 📥 Download 🆕 factsheet on EU’s response to the crisis: https://europa.eu/!bV48bB
624,"🎉Some good news in these hard times🎉 THE PORTUGUESE GOVT HAS REGULARISED ALL #UNDOCUMENTED PEOPLE WITH PENDING APPLICATIONS FOR RESIDENCE Measure was described by govt as ""duty of solidarity in times of crisis"" to fight #coronavirus Bravo Portugal! "
625,"#COVID19, Lesson 1: ANTICIPATION IS KEY! It is a matter of days for the #coronavirus and decades for #ClimateChange, but the logic remains the same. Acting well ahead of time can stave off a humanitarian crisis. By the time the worst effects become visible, it is too late!"
626,😷🙌🏿 The coronavirus crisis is the reset button nobody wanted to push — Take this time to reflect on the industry and cogitate on the kind of industry we want to be part of in the future. 
627,The European Union is doing everything it can to tackle the #coronavirus crisis and its consequences. It is now that we have to demonstrate what European and global solidarity really means. These unprecedented events call for unprecedented international action. #EUCO
628,Awful. Not enforcing laws that protect public health during a public health crisis is simply wrong
629,"The coronavirus crisis has exposed the EU's ""weaknesses"" and failure to help in times of need, Orbán says "
630,"We call for another postponement of the planned European ""Farm to Fork” Strategy until at least after the summer. It's surely not the right moment to impose additional rules on farmers. #Coronacrisis #agriculture #COVID2019 @HerbertDorfmann #farmers"
631,My morning interview with @BloombergTV .Discussed the EU’s coordinated virus response - Europe is reacting boldly on coronavirus crisis and starting the work on exit strategy and economic recovery 👉🏻 – at European Commission - Berlaymont
632,Refugee resettlement on hold. Asylum systems squeezed. Vaccination campaigns postponed. More on the evolving coronavirus impacts on crisis response (with new updates): 
633,"Portuguese PM incapable of hiding irritation with ""repulsive"", ""senseless"" and ""totally unacceptable"" statements regarding #coronavirus crisis made by Dutch finance minister Wopke Hoekstra. ""That recurring pettiness threatens the future of the EU"", says Costa. "
634,"#EUcouncil through videoconferencing is as new as the crisis we’re facing in our respective countries. Belgium supports a coordinate effort to safeguard our Single Market, mutual help regarding the EU-citizens stuck abroad and a comprehensive economic approach. #Coronavirus 🇧🇪🇪🇺 "
635,"We call on EU countries to support air cargo operations during the #coronavirus crisis. New guidelines recommend operational steps to keep essential transport flows moving, including medical supplies and personnel. More here → https://europa.eu/!kh77yc"
636,"Medical staff have been the heros of #coronavirus crisis. But #EU rules have hollowed out Public Services, including Health. Crisis will cost Ireland at least 15 Billion - Will the people be paying for it for years? Ye printed money for the Banks, will ye do it for the people ..?"
637,"We thank all G20 leaders for the solidarity shown to the EU. From assistance to vulnerable countries to repatriation, the #G20 has a pivotal role in ensuring global coordination during the #coronavirus crisis. President @vonderleyen &amp; @eucopresident Michel joint statement ↓"
638,The #coronavirus crisis is a stress test for education systems around the world But it is an opportunity to embrace digital learning and online collaboration Read our education #COVID19 policy proposals ➡️ https://bit.ly/39hDURb
639,"BREAK: Germany records 4,954 new Coronavirus cases in last 24 hours, taking total to 36,508 - third-highest in Europe behind Italy and Spain. Deaths rose to 198 compared to 149 dead the day before Latest increase in recorded deaths was the highest since the start of the crisis"
640,Hungary’s ruling party is using the #coronavirus crisis to seize unlimited power 
641,We are taking a large number of initiatives in a wide number of areas in order to combat and tackle the effects of the #coronavirus crisis. Find out more from our website → http://ec.europa.eu/coronavirusresponse
642,"Allied planes w/ 48 tons of medical supplies have arrived in #Slovakia 🇸🇰 to help fight the #coronavirus crisis.✈ 45 tons of medical equipment, incl. 100,000 protective suits, will arrive in #Romania 🇷🇴 tomorrow. Read more: https://bit.ly/2UloCqx #StrongerTogether #WeAreNATO"
643,"Post-coronavirus crisis, magazine fashion editors should try and not feature all the time their not-so-talented friends with whom they party or sleep with while passing them as young talents and instead open their eyes to what’s out there. Just a thought x"
644,"The EU’s future is climate-neutral: when the #coronavirus crisis is over and the economy recovers, it has to be done in sync with #EUGreenDeal, says Diederik Samsom, chief of political cabinet of @TimmermansEU"
645,"Our bid to ensure supply of personal protective equipment to address the #coronavirus crisis has proven successful. Masks type 2 and 3, gloves, goggles, face-shields, surgical masks and overalls will soon be delivered to those in need. → https://europa.eu/!gW73Rw"
