Tweet,Cluster
He doesn't seem to care that he makes a public fool of himself. That's the weirdest thing about Trump. #coronavirus,0
"Small businesses are helping us fight back against coronavirus, &amp; they’re making big sacrifices to do it - partially or completely shutting down, downsizing, etc. all to allow room for much-needed social distancing. Let’s help small businesses survive as they hold on. Here’s how: ",5
Big thank you 🙏🏼 to this young lady who put a smile on our faces today. Lots of big decisions we are forced to contemplate. Seeing great leadership everywhere Frogs fans. Let’s continue to help and protect each other! 🐸💜#GoFrogs #TCU #coronavirus #letshelpeachother,1
Tucker Carlson: Why would America's media take China's side amid coronavirus pandemic? ,5
"If you’re a senior citizen in DFW and you need groceries, I will go get them for you, and deliver them with medical gloves (even though I’m healthy—you never know) so you can stay inside and stay SAFE. DM me if I can help. Please RT fam. #coronavirus",4
Corona virus party at my crib Bitches: free Ugly bitches: $10 Guys:$500 non refundable cash deposit.,3
oh baby MY GRANDMA IS ABOUT TO CURE CORONAVIRUS BECAUSE THIS IS TOO FAR! ,1
"Hiii Twitter, enjoy our cute new dining area that we finished remodeling today after months of work since no one else can right now. Thanks coronavirus &lt;3 – at Golden Croissant",1
"Tonight is #ChaharshanbeSuri! A special night of #Nowruz — the Persian New Year — when we jump over fire! 🔥 You give the fire your sickness (yellow) &amp; take its energy (red). Usually we have a big party, but w/#coronavirus @ida_v_e &amp; I celebrated w/#SocialDistancing! 🕯",5
Real question - are other leagues not testing or is something about the NBA making those players more prone to Coronavirus? Maybe the global nature of hoops?,1
Coronavirus has killed more Americans as of today than vaping.,1
I’m still working Coronavirus ain’t stop nothing 💯🗣 ,1
Protect yourself and those around you from coronavirus ⬇️ ,1
“This video was taken a day before the Corona Virus shut everything down” but it feels good to be back home smashing some pig skins! ,3
"Facebook seems to be removing posts mentioning Coronavirus, both positive &amp; negative. Let the conspiracies begin, I have all night: ",4
Source: One member of the NCAA officiating crew that called the @necbbt championship between @RMUMBasketball and @RedFlashMBB has tested positive for the novel Coronavirus (COVID-19). The game took place @UPMCEventsCtr on March 10th.,5
"Lots to like in the new @BernieSanders coronavirus plan, including using emergency authority to jumpstart production of critical supplies. In Europe, companies are voluntarily converting production to do this. We'll need stronger stuff. ",1
My Lyft driver rolled down the window and yelled at this fine ass lady “say babe do you have the Coronavirus? Cuz you can kill me anytime” 😭😭😭🤣,1
"JUST IN: Now *17* confirmed coronavirus cases in Austin, according to total just posted by city.",2
I can’t believe A&M has only cancelled graduation for two things coronavirus and WWI 😳,4
"The Trump Administration has just announced that they will be sending back all undocumented immigrants and asylum seekers to Mexico, due to the coronavirus. We must secure our borders, protect our people, and save lives. I think this is a smart move!",4
"Bernie Sanders increases Andrew Yang & Mitt Romney’s UBI and DOUBLES it. His new bill will propose every household receive $2,000 per month as long as coronavirus crisis continues. He also says Medicare should pick up all medical bills during the crisis ",5
Y’all heard alcohol kills coronavirus now wanna wild out smh ,1
If scientists put half the effort into curing the Coronavirus as my friends do in making Coronavirus memes we’ll have a vaccine tomorrow.,1
Min. of Foreign Affairs @m_ebrard held a teleconference with 🇲🇽 Ambassadors &amp; Consuls in the 🇺🇸 and 🇨🇦 to follow up on the #coronavirus pandemic &amp; to ensure consular protection provided to those who may require it. A teleconference with health authorities to follow on Friday. ,1
A look at reporting in the midst of the #coronavirus pandemic. We are doing our best to keep a safe distance 👍 #HamOnt @CHCHNews,5
Jon McNaughton started the coronavirus with this painting. ,1
"While we continue the #coronavirus response, @MayorBowser announced the @SBAgov has accepted DC’s declaration of economic injury, making DC small businesses eligible for the SBA-administered loans More info on the recovery and more:",1
Armageddon is here The Apocalypse is now and I ain't talking about the Coronavirus #COVID2019 either... Swiss Chalet is selling Jerk Chicken right now 👀,5
"These soulless, cynical, shameless bastards now apparently think they can buy the electorate with direct cash payments in the hopes that voters won’t remember their inept, malicious inaction that precipitated the #coronavirus crash in the first place ",1
"NEW: The Senate is NOT expected to vote on the House-passed Coronavirus Relief package tonight, two sources tell NBC. The hold up? This amendment from @RandPaul, which will likely get a vote tomorrow —",5
"i don’t understand why artists are postponing their albums due to the #coronavirus. that doesn’t make sense. if anything, this is the BEST time to be putting out music bc people are stuck at home.... streaming music!",5
What is the original source of the #Coronavirus in China that has America on absolute quarantine❓#COVIDー19,1
"JUST IN: WV Gov. Jim Justice orders all restaurants, bars, casinos to close, due to the first Coronavirus case in the state. Like we are seeing in other states, takeout will be allowed. @wchs8fox11",2
1/2 The president of the Union representing Philadelphia Police officers tells FOX29 News the new directive to NOT arrest those for what’s considered nonviolent crimes will help prevent officers from being infected with coronavirus. @FOX29philly,5
‘How am I supposed to diaper my child if I can’t afford to buy 20 at a time like you can?’ #coronavirus #CoronavirusOutbreak #coronapocolypse @IrmaRaste 😢 #COVID2019,4
The flu has claimed more lives this season than the coronavirus. More people die of cancer a day. Your body’s immune system will fight of the viral infection just as if it were the flu or any other type of coronavirus. There are seven types of coronaviruses and more than likely -,5
"HOOPERS: Don’t let the coronavirus stop you from getting better! You don’t need a gym , or a trainer, all you need is a ball, a goal &amp; some structured work to put in! Save this thread, find an outdoor court &amp; get back to getting better! ",5
"Lady in the grocery store is complaining about how she’s been in the store for 2 hours stocking up...as she’s got raw chicken sitting on top of her leafy green produce. Sis, the Salmonella is gonna get you before coronavirus has a chance.",1
Thanks Charlie! Here’s the time line... for those still saying the Trump administration didn’t have a plan.... and still circulating the #FakeNews that he called the Coronavirus a hoax. The MSM just wants to take him down at ALL costs! 😡 ,0
The Kentucky governor is on live TV taking a question about how parents to special needs students can best handle school closures during #coronavirus. I am shook.,4
"My 5-yr old: Abbu, when will coronavirus end? Me: I don’t know, no one knows. Son: Can you please ask your phone?",4
Tragic alot of people aren’t able to work rn bc of the Coronavirus.. jus remember that OnlyFans is always hiring &amp; u get paid at home 🤣,5
"“This is my message to @DNC @TomPerez &amp; the @JoeBiden campaign. Right now we have a pandemic of the #coronavirus &amp; you’re risking the lives of Americans” Because my parents are worried for my brother whose in college, @zohurachy &amp; I are traveling 4 hours. #NotMeUs #Primary2020",5
If Kevin Durant doesn’t think he can beat Corona Virus will he just try to join it?,3
"In response to a demand for COVID-19 test, multiple private, drive-thru test sites have popped up along Hillcroft. Health officials say four public locations will open tomorrow. #khou11 #coronavirus #COVID19",5
#SocialDistancing as best we can but still getting the job done. @cleveland19news photographer Marty DeChant rigged this old microphone stand with our flag mic🎤 for interviews. It works! #journalism #media #COVID19 #coronavirus #TVNews – at Slyman's Restaurant,1
Virtual piano lesson - another coronavirus adjustment. Our daughter takes lessons at @CatholicUniv but the school is closed. Her teacher is creative &amp; committed! 🎹,1
"I can still think @realDonaldTrump is a monster, responsible for 3 months of unnecessary delay in the #coronavirus response, but immediate cash payouts to Americans who will be slammed by these new social distancing measures, is the right thing to do.",4
😭😭😭&amp; they want me to go back to Jersey when it’s a disguised Coronavirus patient on the loose wtf is going ON ,1
"Due to the coronavirus crisis, Philadelphia police will no longer be making arrests for all narcotics offenses, theft from persons, retail theft, theft from auto, burglary, vandalism, bench warrants, stolen autos, economic crimes such as passing bad checks, fraud, &amp; prostitution. ",1
Idk what history professor told y’all that Marie Antionette was executed via guillotine because she was definitely killed by the coronavirus #ripmarie2020,1
"The dirty #Democrats. @scott_wheeler12 @LindaHale8006 @IvanDeploravich @realDonaldTrump @KettleCorn1234 @anne19brown Nancy Pelosi tried to sneak abortion funding into coronavirus emergency bill, Ben Sasse says ",1
Please email or tag @BTtoronto and myself to let us know who is making a difference in their community during these tough times!? We want to hear from you! #coronavirus #COVID19 #InThisTogether,5
"the GIRLS coronavirus episode would be hannah complaining her editor died of covid, jessa ignoring social distancing &amp; fucking the MTA attendant, adam building a shed inside his apt, marnie singing live on insta (even tho everyone muted her) &amp; shoshanna falling in love over zoom",1
What I fear more than the #CoronaVirus is being hospitalized without any treatment for pain. That not only guarantees suffering but also makes a recovery even more unlikely. Surely no real doctor would give a #CPP or #IPP a death sentence like that.,4
MAJOR NEW TOOL BY @propublica: The health care system is projected to be overwhelmed by coronavirus patients unless drastic measures are taken. Use this tool to look up how prepared hospitals near you are for COVID-19.  ht @charlesornstein &amp; team!,5
I just finished proposing my PhD at home. With my slippers on and with a beach background. #QuarantineLife #Coronavirus ,4
"Rubio: Now is not that time to look into Trump’s coronavirus failings. So, when, Marco? Time later, my ass. ",1
"While everyone is staying home in response to the #Coronavirus, take a little time to fill out the #census, you can do it online! 🤚🏽🤚🏻🤚🏼🤚🏾🤚🤚🏿 Stand Up and Be Counted! #census2020 #FairShare #CityOfYes #NOLAcounts",1
"This is the absolute worst take I've seen on the #coronavirus pandemic: ""Whatever our judgments about public policy, church leaders need to resist the temptation to imitate the (for them correct) worldliness of those who work for public health."" ",5
"We’re auctioning St. Patrick’s Day jerseys featuring the Gaelic names of your #Pens players as well as signed pucks to benefit local charitable efforts, including community groups working on behalf of those impacted by coronavirus COVID-19 &amp; food banks. ",5
Happy St Patrick's Day! Lou is here to remind you social-distancing or self-quarantining from other hoomans in the coronavirus pandemic can still mean cuddling up with a very good pupper so please celebrate Saint Patty's Day but #StayTheFHome,1
"After Anthrax, Ebola, the Swine Flu, ect. we’ve never seen the world shut down like this. It’s more to this “Corona Virus” outbreak than just the virus itself....",1
Just wanted to pop in and say shalom 🤩 #coronavirus ,1
Creating social distance is one of the most important things you can do to stop the spread of #COVID19. Remember this rule- try to leave at least 6 feet between you and someone next to you. Find more info at  #coronavirus #socialdistancing,5
Another important message from my friend Justin who works at Jefferson University Hospital here in Philly in dealing with this coronavirus......please read..... ,1
The latest #coronavirus reports should show people why it’s important not to put the blame on one NBA player. We don’t know where this came from. Let’s focus on proper treatment. 🙏🏾,5
"hey guys ik everyones been upset and anxious and worried about the concerts whether or not itll be happening but, to pass the time and forget about the coronavirus for awhile, does anyone wanna maybe play a dmv bts kahoot game????? @GetKahoot @BTS_twt",1
When coronavirus cancels the end of your senior year at the University of Pittsburgh ,1
"Friends, I have a mom who didn’t go through w/ the abortion today but is still unsure. She is homeless and bouncing from place to place I’m gonna make some calls to see if anyone can take in Momma N The coronavirus is spreading quickly in Louisiana &amp; people are closing doors",4
Grabbed lunch from this @DowntownHouston staple today. China Garden and other restaurants are still serving amid the #coronavirus crisis. Just get it to go or have it delivered.. And help them out in the process 🥗🍔🍕#khou11 #htownrush – at China Garden,5
Stores that NEED TO CLOSE NOW! - Dicks Sporting Goods - Best Buy - Kohl’s - TJ Maxx/Marshall’s - Bed Bath & Beyond - Staples - Five Below - Burlington - PetSmart - GameStop #CloseTheStores #coronavirus,1
"As the coronavirus pandemic unfolds, @frontlinepbs is working to bring you the facts, perspectives and stories that explain this historic moment. A message from me about our approach and our coverage:",1
Two days in...and if on a teleconference call I happen to yell “GIVE HER BACK HER DOLL!!” know that I’m simply trying to multitask between work and home. #coronavirus #workingfromhome,4
"While I don’t fear the coronavirus, there are many, both believers and unbelievers who do. Instead of getting irritated or angry with them, may we seek to comfort them with the same comfort we ourselves have received from God. 🙏🏻❤️",4
"Special thank you to @PapaJohnsHousTx for continuing to serve customers in this uncertain time. I encourage Houstonians to support local resturaunts by ordering take out or delivery. For up to date local information on #COVID19 #Coronavirus, please visit ",5
PSA: @GovRonDeSantis has CLOSED bars &amp; nightclubs. I 100% agree. People are still down here on their #springbreak2020 not paying attention to what is happening! #coronavirus ,4
For workers impacted by #COVIDー19 #Coronavirus the @TXWorkforce has waived requirement that one must be looking for work in order to apply for unemployment benefits (UB). TWC also asked that Gov. waive waiting period to file for UB. Gov. expected to approve. (2/2) #TXLege,1
"A year without conferences? How the coronavirus pandemic could change research As scientific meetings are cancelled worldwide, researchers are rethinking how they network — a move that some say is long overdue. ",5
"“Gag and vote for it anyway,” McConnell says of members who have problems with the House-passed #coronavirus bill",1
I never really went to the gym before the coronavirus so heres pics of when @joesinister_ dragged me to one,4
"As our local stores & restaurants are dealing with the impact of the Coronavirus, a couple of children are going around today with chalk writing uplifting messages in front of downtown businesses. – at Downtown Noblesville",1
Thanks @Macys for providing all your employees compensation. RT if all companies should do the same #COVID19 #coronavirus ,1
We cannot leave out a third of our communities in a #coronavirus package or any governmental program. ,1
"Coronavirus gone disappear one day just like swine flu, Ebola, ya bd and ya edges.",1
"Trump lied about his past statements while his coronavirus officials dissembled about the lack of testing and passed the buck to the private sector. This is bad, superficial analysis. ",0
"That’s Coronavirus is the real deal, but so is God! All my faith in the Lord.",1
Silvio Berlusconi and the Agnelli family have each donated €10 million to help the battle against Coronavirus in Italy,1
"#Kosovo government building lit up green, white, and red tonight in solidarity with #Italy and all those affected by #Coronavirus #COVID2019 True friendship 🇽🇰❤️🇮🇹",1
Don’t show up.. don’t come out.. don’t start killin’ old people now #coronavirus #quarantine,5
coronavirus/XiVirus can’t stop us from rescuing persecuted from China. The family of a disbarred still-being-hunted Chinese human rights lawyer Wen Donghai arrived at America safely. So happy 2 welcome his wife &amp;their two little kids to our community yesterday! ,5
Quarantine day 5 🦠😷🤪 #stayinside #coronavirus #quarantine #bmx,1
"On Saturday, Congress passed the “Families First Coronavirus Response Act” which would ensure people affected by COVID-19 can get the care they need. 40 Republicans voted no. I’ve created a thread with their names and states. Please, for the love of god, vote them out of office",5
"Another tragedy is unfolding while everyone is focused on the coronavirus: my elderly mother attempted to vote today in the #FloridaPrimary and was turned away, told machines don’t work and not enough volunteers to help. #VoterSuppression",1
BREAKING: A Chicago Fire Department member — either a firefighter or paramedic — has tested positive for the coronavirus. Story TK.,5
"Divisions still remain over the House bill and whether to mesh it with a third stimulus package. But many Republican senators stressed the need to pass the House bill (paid leave, unemployment insurance, free coronavirus testing) before another package.",5
"Dude...over $11,000 raised already for GlobalGiving Coronavirus Relief!! FUCK yes. I opened up the whole store too, this week only:  pic.twitter.com/FDqFL6srBd",4
Ok I’m sorry but I can’t stop laughing because honestly this is very relatable #COVID19 #CoronaVirus ,4
"SPECIAL DELIVERY: With the park closed due to the #coronavirus pandemic, @BuschGardens brought a truck filled with close to 6 thousand lbs. of food to donate to @FeedingTampaBay. Catch our story tonight on @WFLA News at 6. ",1
Meanwhile Scott Cochran probably wonders why we aren’t treating the Coronavirus with salt tablets ,1
"All US Citizens are Entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel Coronavirus, starting from March 16, 2020. Read full article here on how to claim:  ...",5
.@realDonaldTrump is a pathological liar who doesn’t believe in science and now millions of people are going to die from #coronavirus due to his inaction and incompetence. The world deserves better leadership. ,5
Bronx @NYCCouncil member @RitchieTorres says he tested positive for #coronavirus. A senior staff member had a positive result as well over the weekend. ,5
"Well, it’s been a nice run, guys. Adios. #coronavirus ",1
"Numerous times @realDonaldTrump has called the #CoronavirusOutbreak a “hoax” and that #COVID19 would go away in a few days, but now he falsely claims, “I felt it was a #pandemic long before it was called a pandemic.”🙄 #coronavirus ",5
@the corona virus ,3
"BREAKING: ""A lot of people are gonna die. A LOT of people."" - The sexist racist moron some people voted for #COVID19 #coronavirus #CoronavirusOutbreak",5
"Having web conference calls today with regional chambers of commerce, small businesses and restaurant owners as we navigate the responsible path forward on curbing #coronavirus ",1
After the Virus: 10 Consumer Trends for a Post-Coronavirus World ,3
Dr. Fauci felt it was important to repeat this point aimed at young adults about #coronavirus Listen ⬇️ : #7news,1
There’s a new ritual at Siesta Beach. #coronavirus ,1
Disband the Republicans. Paid sick leave bill to combat coronavirus hits a snag- Senate Republicans. ,1
a whole neighborhood in italy is singing on their balconies while they’re on lockdown and self-quarantined. oh the beauty of the human spirit! #coronavirus #COVID19,1
Don't Forget To Support These Local Food Establishments During The Coronavirus Pandemic ,5
maybe coronavirus is God getting rid of the boomers so they won’t reelect Trump into office.,0
"Happy #saintpatricksday to all n #godbless all the businesses out there that are being forced 2 go into #survival mode during this #coronavirus when it should be a happy,lucrative financial time for them including families n friends gathering to celebrate this wonderful holiday🙏 ",1
"On the economy post-Coronavirus: @realDonaldTrump “it’ll pop back like we’ve never seen it, that’s my opinion, it’ll pop back” Something about the way he says this makes me nauseated Something about the way he says everything makes me nauseated I’m so tired.",1
"#HOUSTON, RESTAURANTS NEED YOUR HELP: The #coronavirus is affecting all of us. Yes, we must social distance &amp; slow the spread, but this could spell disaster for local biz. Please order take-out from local places. They need you right now! ",5
My dog does not understand Coronavirus or why both of his pawrents are home all day. My throwing arm may give out #fetchlife #alldayplay,1
Can we start a Twitter prayer thread? #coronavirus #COVID19,5
Thank you @Publix in Heathrow for wiping down and sanitizing all the carts! @fox35orlando #coronavirus – at Publix,1
"the year is 2020. in an attempt to fight the coronavirus, trump tries to enact martial law but accidentally hands full governmental control to an 8 year old boy named marshall law. marshall handles the situation much better than trump. america is saved. trump still takes credit.",0
A shout out to the @KNWAFOX24 staff - and ALL the journalists out there - who don’t get to work from home. We’re spacing out in the station to keep this vital team healthy!! #SocialDistancing #ARnews #NWArk #NWAnews #COVID19 #coronavirus #TVnews – at The Dickson,5
The sheer audacity to bind the virus connected to this pandemic to an ENTIRE nationality is the epitome of racist behavior and it only emboldens bigotry to flourish ten fold. ORGANISMS ARE VECTORS FOR VIRUSES NOT SPECIFIC ETHNICITIES! Please vote wisely... smfh #coronavirus ,1
"US Citizens are Entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel Coronavirus, starting from March 16, 2020. The Government grant pay is accessible to all no matter employment status. Read full article on how to claim:  ...",5
"#Coronavirus: Extreme caution needed not to get infected. Avoid crowds, and if possible, work from home. The attached pictures show our global headquarters today at Tysons Corner, Virginia, totally EMPTY. All staff staying home. Better be safe than sorry! #Africa #Ethiopia",5
"Using the 566 #coronavirus genomes that have already been sequenced, projects like @nextstrain are able to track evolutionary relationships &amp; estimate the time course of the spread. Pretty amazing what open-source, collaborative science can accomplish.",1
"What you're doing @TrueFactsStated is the most important thing. First we have to slow the #coronavirus spread sharply, now. All else can happen in due time. ",5
Today @CarneyHospital in #Dorchester becomes the first hospital in the nation to have a dedicated #Coronavirus care center. #7news,5
"#NEW: #Coronavirus: State of emergency doesn’t mean LCBO, Beer Store, Ontario Cannabis Store are closed via @AlexandraMazur1 FULL STORY:",1
"The coronavirus is affecting our daily activities, but it doesn’t have to affect our frame of mind. Let’s flood the Internet with positive tweets about things we are thankful for during this crisis #TooBlessedToBeStressed",5
The official Florida #coronavirus shutdown order has landed. Our tourism economy needs Congress to enact a UBI fast to support the millions of service industry workers whose livelihoods are interrupted by the #CoronavirusOutbreak. If only the President believed testing helps...,5
"Trump is painfully unable to tell reporter what a coronavirus test is, proving he actually never got tested. ",0
"A special NOON #FactsNotFear show coming your way in less than an hour. Count on me + @CherylPreheim to help you stay informed. **TEXT** your coronavirus questions to 404-873-9114. This show will air on @11AliveNews, 12-12:30pm, M-F until further notice. #coronavirus ",5
#BREAKING: @GovRonDeSantis orders ALL Florida bars and nightclubs will be CLOSED for 30 days starting today at 5PM - all to stop the spread of #COVID19 #Coronavirus @10NewsWTSP,5
"#BREAKING: @GovRonDeSantis announces new statewide #coronavirus restrictions: ➡️ Restaurants at 50% capacity ➡️ Bars, nightclubs suspended for next 30 days ➡️ No groups of more than 10 on beaches, further restrictions up to local communities #COVID19 @10NewsWTSP",1
It's me and @AndyTarradath's 5th wedding anniversary and we're on self quarantine during this #coronavirus outbreak. I'm feeling better than yesterday but still have a slight fever. Be safe everybody. ,1
"Look I know that every band (us included) is trying to look forward to an amazing summer of music, touring, and hot gigs but that can’t happen until this coronavirus is done with so can y’all please just stay home so we can get back to our regularly scheduled DIY music asap",4
This morning a White House official referred to #Coronavirus as the “Kung-Flu” to my face. Makes me wonder what they’re calling it behind my back.,5
"The content we need... My brother just sent me this picture of a rainbow 🌈 over the beach in Los Angeles. 🌴 Let’s start a thread of happy, positive, cute, hilarious content to help us through another day of #socialdistancing, #quaratine, #coronavirus mania! And....GO! ",5
Strongly encourage everyone to read @MikeGrunwald’s latest greatest for @POLITICOMag on new #coronavirus #stimulus👇🏼,1
"Trump blames China for the coronavirus, fanning the flames of racism and xenophobia. We condemn his hateful rhetoric. We must build bridges—not create divisions—if we are going to have any chance of successfully confronting this crisis. ",0
‼️ St. Elizabeths hospital is NOT ready for novel #coronavirus. ‼️ - Still accepting admissions &amp; visitors but not screening for #COVID19 - Not providing masks - Hand sanitizer has zero alcohol @MayorBowser is neglecting DC’s most at-risk workers &amp; people. Call now!,5
Thank you to your wife and all the medical staff fighting the #coronavirus on the front lines. ,1
"Even if u hate the Patriots or NFL in general, let’s ALL thank Tom Brady for giving the media something else to talk about for a minute #COVID19 #coronavirus #TomBrady",5
$AMZN IS SUSPENDING ALL SHIPMENTS OTHER THAN MEDICAL SUPPLIES AND HOUSEHOLD STAPLES AMID CORONAVIRUS CRISIS - BUSINESS INSIDER.,1
everytime i see coronavirus on my timeline ,1
"For weeks, Trump told people to “calm down” and “relax”. Yesterday, many wondered what led to his dramatic shift to a somber tone. Here’s one explanation, and it’s frightening. #coronavirus ",0
"Since early February, as the number of coronavirus cases has soared, Republicans are no more concerned about the threat, more likely to say it's blown out of proportion and less likely to take precautions against its spread. ",2
"We don’t need updates on Coronavirus in any form from @realDonaldTrump. He lacks the knowledge and leadership to offers useful information. His mostly irrelevant or non-factual statements have only added to confusion, panic and destabilization.",1
"The political discourse in support of ""small government"" that has led to the gutting of the US government in ways that make it ill-equipped to address the current coronavirus crisis has been about race since the founding of the nation.",5
"This is my friend’s brand new pup, Sadie. She’s keeping spirits high during this coronavirus quarantine. Let me see your #TeleworkingPups!",1
ST PATS DAY MASSACRE! 🍀🤢🤮 Bill Belichick &amp; ROBERT KRAFT killed more Patriots Fans in one day than the Coronavirus! THANK YOU TB12 🍀,1
Fighting the coronavirus state by state! Wait til the end! 🤣 ,1
#Breaking: On @morninglive Hamilton’s Medical officer of health says #HamOnt cases are up to 15 and there’s now community spread @CHCHNews #coronavirus,2
This video was shot by Former WUSA 9 Director Scott Rubens. Empty metro trains during rush hour. #COVID2019 #coronavirus @wusa9,1
CoronaVirus: No Sports No Gym Social Distancing Everything Shutting Down Possible Quarantine Tom Brady Not A Patriot What A Wild Time,5
"Donald, I swear on the rotisserie chicken I just ate for breakfast, we really don’t like you. It’s called the coronavirus. ",4
I wouldn’t worry about “politicizing” coronavirus. We’re far past that. This became political the moment Donald Trump rejected testing to cover up the problem and preserve his re-election chances. It’s impossible to “politicize” his intentional disempowerment for our survival.,0
People in Italy singing from their balconies during #coronavirus quarantine to boost morale.....meanwhile in NYC👇🏻 ,1
"HUGE THANKS: Sending gratitude to the people who are still on the front lines and can’t work from home—public officials, delivery workers, medical staff, police/fire, volunteers, cashiers, food service workers, and members of the media! 👏🏽👏🏽 Did I forget anyone? #Coronavirus",4
Top psychiatrist explains why Trump's coronavirus response is worse than having no leader at all ,0
Only a matter of time before @CNN starts telling us coronavirus is America’s fault. ,5
Libtards: don’t refer to Coronavirus as Chinese! That’s so racist! Also Libtards: “The Chinese Coronavirus...” ,1
imagine finding out u got coronavirus from going to an emo nite L,1
“I became a Christian during the Coronavirus.” I’m praying millions are able to say that when this is all over.,1
the fact that i’m going to be jobless in a week because of the corona virus and not be able to pay any of my bills ,3
Proud of my cousin #SharifNM head of #IranSwissChamberofCommerce for creating coalition to support #Iran @CampaignNafas (breathe campaign) to get equipment for #Coronavirus care. Iranians abroad already pledged $1.5m.Pls share @SanamF24 @RozitaRiazati @NegarMortazavi @Lghara93,1
"Good reporters know how to ask questions that reveal true character of their subjects. My @columbiajourn student &amp; White House corr for @YahooNews, @hunterw - in black gloves - asks Trump to rate his #coronavirus response. Trump’s answer: 10 out of 10. 🤦🏽‍♂️ ",0
"The new normal. Me in an empty studio, as we practice the social distancing we’re preaching. The news will go on though! Our @cbschicago is spread out to keep you informed with the facts about the #COVID19 #coronavirus – at CBS 2 Broadcast Center",5
6 hospitals in Montgomery Co. MD are setting up triage tents where medical workers can treat patients who have coronavirus symptoms. ,1
Beginning this morning you won't see me sitting next to @JMartinWRCB at the anchor desk. We will be social distancing by solo anchoring all newscasts. We are all doing our part to prevent the spread of coronavirus as we try to stay safe and healthy. Thank you for watching @WRCB.,5
"Father, Thank You for this day! We Pray for those who experience loss of income due to the 15 days away from work imposed to slow the spread of the Coronavirus. Jesus, let those individuals know that you are also Jehovah-Jireh, “The LORD Will Provide!” You Will Make A Way!! Amen!",5
"Good morning. For the foreseeable future — things will look different on @WAVY_News. During the #coronavirus pandemic, you’ll see one anchor shows &amp; different members of the team rotating. What hasn’t changed? That fact that we’re #OnYourSide. @LexGrayWAVY @J_Wheeler_WAVY",5
Will you be taking to the Coronavirus vaccine?,1
Breaking: Steven has been tested Positive for the Corona Virus ,3
How do I tell my mom I’m coughing bc I was s*cking d*ck and not bc of coronavirus 😶,4
"Closing down for the night, I read the first 150 tweets in my feed. 142 concern #coronavirus. Unprecedented homogeneity since I joined Twitter almost four years ago.",4
Lowkey y’all partying during spring break in all these places even with the coronavirus pandemic going on... don’t come back lol not tryna start anything with y’all I’m just tryna protect my family and friends,5
"Maybe #coronavirus is just Earth’s equivalent of “Hey, what if I just shut it down then turn it back on?” 🤷‍♂️",4
If you drank from the gas can at 2036 parties you’re immune to the coronavirus,6
"Coronavirus toll hits 7,000 deaths, which is terribly tragic. But 77,000 are believed to have recovered. There’s a vaccine being tested in the states. Baby steps, ladies and gents. Social distancing is tough, and there are things we are without, but let’s stay positive. 👊🏼",5
"Ever think the #coronavirus is just the planet subjecting us to a physical manifestation of her disgust with/contempt for a species that’s spat on her hospitality one too many times? Maybe #COVID19 isn’t the virus: maybe WE are, and #COVIDー19 is simply the fever meant to end us.",5
Y’all really let Andrew Alowishes Caldwell get on Ms. Coronavirus internet and call someone a big ham ,1
I liked it a lot better talking and tweeting about #Obesity than the doom and gloom of the #Coronavirus 1/,4
@senatemajldr's decision to skip town for the weekend during the coronavirus outbreak is tasteless and shameful.,1
"Upsetting experience: picking up groceries in my home town of #Ithaca, NY, I ran into a “progressive” acquaintance of years. Before I knew it, the convo shifted from coronavirus to ranting that the Rothchild’s are behind the world problems. Feeling rattled",4
THIS is the rapid doubling rate we’ve needed! Look at the @OchsnerHealth clinic visits converted to Epic Video Visits just since Thursday...AMAZING work by our #telemedicine team &amp; clinic partners. THANK YOU! This matters. #FlattenTheCurve #SocialDistance #COVID19 #coronavirus ,5
"#cdnpoli #uspoli #coronavirus #CoronaVirusUpdates A lot of you will remember the ""Cheers"" TV show. Here's one of its opening scenes that has some poignancy today. Btw, if there's a spike in the incidence of COVID-19, would that be a flash in the pandemic? .",5
"We have passed SF2408, an emergency appropriations bill. The bill is a public health safety net, as we suspend our session, due to the coronavirus.",5
The 2020 NFL Draft will look different this year due to the Coronavirus but let’s throw it back to 2019. Give it up for your boy! ❤️❤️❤️ 🐻⬇️ #BearsTwitter,1
"Capitalists: Socialism fails in the long run. Not as stable. Socialism handles two world wars, Spanish flu and eradicates smallpox for a good measure. Capitalism: gets a coronavirus and collapsed.",1
I can’t be the only who hears Cardi B voice in my head when I see Coronavirus,4
"US Citizens are Entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel Coronavirus, starting from March 16, 2020. The Government grant is accessible to all employment status. Read full article here on how to claim:  ...”",5
.@TheDemocrats need to postpone the primary elections tomorrow. We shouldn’t put people in danger. #DemPrimary #coronavirus,5
"Briefing Schedule: 10:30AM Members of the Coronavirus Task Force hold a press briefing, James S. Brady Briefing Room. LIVE STREAM HERE: ",7
Hey @jannarden - we gave you the final word on @CTVNationalNews. Watch at the end of the newscast. Had to do it. Your LIVE-streamed concert is what we needed today in the newsroom. #COVID19 #coronavirus #SocialDistancing,1
"Overall, do you approve of President @RealDonaldTrump’s handling of the #COVID19 coronavirus crisis? @MyNews13 @bn9 #N13COVID19 #bn9covid19",1
A live look at Ohio dealing with its elections. Bad communication and even worse timing. We knew for weeks. Why wait until the 11th hour? #coronavirus #OhioPrimary,5
