ObservationDate,Country.Region,Confirmed,Deaths,Recovered
03/23/2020,Hungary,167,7,16
02/28/2020,Iceland,1,0,0
02/29/2020,Iceland,1,0,0
03/01/2020,Iceland,3,0,0
03/02/2020,Iceland,6,0,0
03/03/2020,Iceland,11,0,0
03/04/2020,Iceland,26,0,0
03/05/2020,Iceland,34,0,0
03/06/2020,Iceland,43,0,0
03/07/2020,Iceland,50,0,0
03/08/2020,Iceland,50,0,0
03/09/2020,Iceland,58,0,0
03/10/2020,Iceland,69,0,1
03/11/2020,Iceland,85,0,1
03/12/2020,Iceland,103,0,1
03/13/2020,Iceland,134,0,1
03/14/2020,Iceland,156,0,1
03/15/2020,Iceland,171,5,8
03/16/2020,Iceland,180,0,0
03/17/2020,Iceland,220,1,0
03/18/2020,Iceland,250,1,5
03/19/2020,Iceland,330,1,5
03/20/2020,Iceland,409,0,5
03/21/2020,Iceland,473,1,22
03/22/2020,Iceland,568,1,36
03/23/2020,Iceland,588,1,51
01/30/2020,India,1,0,0
01/31/2020,India,1,0,0
02/01/2020,India,1,0,0
02/02/2020,India,2,0,0
02/03/2020,India,3,0,0
02/04/2020,India,3,0,0
02/05/2020,India,3,0,0
02/06/2020,India,3,0,0
02/07/2020,India,3,0,0
02/08/2020,India,3,0,0
02/09/2020,India,3,0,0
02/10/2020,India,3,0,0
02/11/2020,India,3,0,0
02/12/2020,India,3,0,0
02/13/2020,India,3,0,0
02/14/2020,India,3,0,0
02/15/2020,India,3,0,0
02/16/2020,India,3,0,3
02/17/2020,India,3,0,3
02/18/2020,India,3,0,3
02/19/2020,India,3,0,3
02/20/2020,India,3,0,3
02/21/2020,India,3,0,3
02/22/2020,India,3,0,3
02/23/2020,India,3,0,3
02/24/2020,India,3,0,3
02/25/2020,India,3,0,3
02/26/2020,India,3,0,3
02/27/2020,India,3,0,3
02/28/2020,India,3,0,3
02/29/2020,India,3,0,3
03/01/2020,India,3,0,3
03/02/2020,India,5,0,3
03/03/2020,India,5,0,3
03/04/2020,India,28,0,3
03/05/2020,India,30,0,3
03/06/2020,India,31,0,3
03/07/2020,India,34,0,3
03/08/2020,India,39,0,3
03/09/2020,India,43,0,3
03/10/2020,India,56,0,4
03/11/2020,India,62,1,4
03/12/2020,India,73,1,4
03/13/2020,India,82,2,4
03/14/2020,India,102,2,4
03/15/2020,India,113,2,13
03/16/2020,India,119,2,13
03/17/2020,India,142,3,14
03/18/2020,India,156,3,14
03/19/2020,India,194,4,15
03/20/2020,India,244,5,20
03/21/2020,India,330,4,23
03/22/2020,India,396,7,27
03/23/2020,India,499,10,34
03/02/2020,Indonesia,2,0,0
03/03/2020,Indonesia,2,0,0
03/04/2020,Indonesia,2,0,0
03/05/2020,Indonesia,2,0,0
03/06/2020,Indonesia,4,0,0
03/07/2020,Indonesia,4,0,0
03/08/2020,Indonesia,6,0,0
03/09/2020,Indonesia,19,0,0
03/10/2020,Indonesia,27,0,2
03/11/2020,Indonesia,34,1,2
03/12/2020,Indonesia,34,1,2
03/13/2020,Indonesia,69,4,2
03/14/2020,Indonesia,96,5,8
03/15/2020,Indonesia,117,5,8
03/16/2020,Indonesia,134,5,8
03/17/2020,Indonesia,172,5,8
03/18/2020,Indonesia,227,19,11
03/19/2020,Indonesia,311,25,11
03/20/2020,Indonesia,369,32,15
03/21/2020,Indonesia,450,38,15
03/22/2020,Indonesia,514,48,29
03/23/2020,Indonesia,579,49,30
02/19/2020,Iran,2,2,0
02/20/2020,Iran,5,2,0
02/21/2020,Iran,18,4,0
02/22/2020,Iran,28,5,0
02/23/2020,Iran,43,8,0
02/24/2020,Iran,61,12,0
02/25/2020,Iran,95,16,0
02/26/2020,Iran,139,19,49
02/27/2020,Iran,245,26,49
02/28/2020,Iran,388,34,73
02/29/2020,Iran,593,43,123
03/01/2020,Iran,978,54,175
03/02/2020,Iran,1501,66,291
03/03/2020,Iran,2336,77,291
03/04/2020,Iran,2922,92,552
03/05/2020,Iran,3513,107,739
03/06/2020,Iran,4747,124,913
03/07/2020,Iran,5823,145,1669
03/08/2020,Iran,6566,194,2134
03/09/2020,Iran,7161,237,2394
03/10/2020,Iran,8042,291,2731
03/11/2020,Iran,9000,354,2959
03/12/2020,Iran,10075,429,2959
03/13/2020,Iran,11364,514,2959
03/14/2020,Iran,12729,611,2959
03/15/2020,Iran,13938,724,4590
03/16/2020,Iran,14991,853,4590
03/17/2020,Iran,16169,988,5389
03/18/2020,Iran,17361,1135,5389
03/19/2020,Iran,18407,1284,5710
03/20/2020,Iran,19644,1433,6745
03/21/2020,Iran,20610,1556,7635
03/22/2020,Iran,21638,1685,7931
03/23/2020,Iran,23049,1812,8376
02/23/2020,Iraq,0,0,0
02/24/2020,Iraq,1,0,0
02/25/2020,Iraq,1,0,0
02/26/2020,Iraq,5,0,0
02/27/2020,Iraq,7,0,0
02/28/2020,Iraq,7,0,0
02/29/2020,Iraq,13,0,0
03/01/2020,Iraq,19,0,0
03/02/2020,Iraq,26,0,0
03/03/2020,Iraq,32,0,0
03/04/2020,Iraq,35,2,0
03/05/2020,Iraq,35,2,0
03/06/2020,Iraq,40,3,0
03/07/2020,Iraq,54,4,0
03/08/2020,Iraq,60,6,0
03/09/2020,Iraq,60,6,9
03/10/2020,Iraq,71,7,3
03/11/2020,Iraq,71,7,15
03/12/2020,Iraq,71,8,15
03/13/2020,Iraq,101,9,24
03/14/2020,Iraq,110,10,26
03/15/2020,Iraq,116,10,26
03/16/2020,Iraq,124,10,26
03/17/2020,Iraq,154,11,32
03/18/2020,Iraq,164,12,43
03/19/2020,Iraq,192,13,43
03/20/2020,Iraq,208,17,49
03/21/2020,Iraq,214,17,51
03/22/2020,Iraq,233,20,57
03/23/2020,Iraq,266,23,62
02/29/2020,Ireland,1,0,0
03/01/2020,Ireland,1,0,0
03/02/2020,Ireland,1,0,0
03/03/2020,Ireland,2,0,0
03/04/2020,Ireland,6,0,0
03/05/2020,Ireland,6,0,0
03/06/2020,Ireland,18,0,0
03/07/2020,Ireland,18,0,0
03/08/2020,Ireland,19,0,0
03/09/2020,Ireland,21,0,0
03/10/2020,Ireland,34,0,0
03/11/2020,Ireland,43,1,0
03/12/2020,Ireland,43,1,0
03/13/2020,Ireland,90,1,0
03/14/2020,Ireland,129,2,0
03/15/2020,Ireland,129,2,0
03/16/2020,Ireland,169,2,0
03/17/2020,Ireland,223,2,5
03/18/2020,Ireland,292,2,5
03/19/2020,Ireland,557,3,5
03/20/2020,Ireland,683,3,5
03/21/2020,Ireland,785,3,5
03/22/2020,Ireland,906,4,5
03/23/2020,Ireland,1125,6,5
02/21/2020,Israel,1,0,0
02/22/2020,Israel,1,0,0
02/23/2020,Israel,1,0,0
02/24/2020,Israel,1,0,0
02/25/2020,Israel,1,0,0
02/26/2020,Israel,2,0,0
02/27/2020,Israel,3,0,1
02/28/2020,Israel,4,0,1
02/29/2020,Israel,7,0,1
03/01/2020,Israel,10,0,1
03/02/2020,Israel,10,0,1
03/03/2020,Israel,12,0,1
03/04/2020,Israel,15,0,1
03/05/2020,Israel,16,0,1
03/06/2020,Israel,21,0,2
03/07/2020,Israel,21,0,2
03/08/2020,Israel,39,0,2
03/09/2020,Israel,39,0,2
03/10/2020,Israel,58,0,4
03/11/2020,Israel,109,0,4
03/12/2020,Israel,131,0,4
03/13/2020,Israel,161,0,4
03/14/2020,Israel,193,0,4
03/15/2020,Israel,251,0,4
03/16/2020,Israel,255,0,4
03/17/2020,Israel,337,0,11
03/18/2020,Israel,433,0,11
03/19/2020,Israel,677,0,11
03/20/2020,Israel,705,0,14
03/21/2020,Israel,883,1,36
03/22/2020,Israel,1071,1,37
03/23/2020,Israel,1442,1,41
01/31/2020,Italy,2,0,0
02/01/2020,Italy,2,0,0
02/02/2020,Italy,2,0,0
02/03/2020,Italy,2,0,0
02/04/2020,Italy,2,0,0
02/05/2020,Italy,2,0,0
02/06/2020,Italy,2,0,0
02/07/2020,Italy,3,0,0
02/08/2020,Italy,3,0,0
02/09/2020,Italy,3,0,0
02/10/2020,Italy,3,0,0
02/11/2020,Italy,3,0,0
02/12/2020,Italy,3,0,0
02/13/2020,Italy,3,0,0
02/14/2020,Italy,3,0,0
02/15/2020,Italy,3,0,0
02/16/2020,Italy,3,0,0
02/17/2020,Italy,3,0,0
02/18/2020,Italy,3,0,0
02/19/2020,Italy,3,0,0
02/20/2020,Italy,3,0,0
02/21/2020,Italy,20,1,0
02/22/2020,Italy,62,2,1
02/23/2020,Italy,155,3,2
02/24/2020,Italy,229,7,1
02/25/2020,Italy,322,10,1
02/26/2020,Italy,453,12,3
02/27/2020,Italy,655,17,45
02/28/2020,Italy,888,21,46
02/29/2020,Italy,1128,29,46
03/01/2020,Italy,1694,34,83
03/02/2020,Italy,2036,52,149
03/03/2020,Italy,2502,79,160
03/04/2020,Italy,3089,107,276
03/05/2020,Italy,3858,148,414
03/06/2020,Italy,4636,197,523
03/07/2020,Italy,5883,233,589
03/08/2020,Italy,7375,366,622
03/09/2020,Italy,9172,463,724
03/10/2020,Italy,10149,631,724
03/11/2020,Italy,12462,827,1045
03/12/2020,Italy,12462,827,1045
03/13/2020,Italy,17660,1266,1439
03/14/2020,Italy,21157,1441,1966
03/15/2020,Italy,24747,1809,2335
03/16/2020,Italy,27980,2158,2749
03/17/2020,Italy,31506,2503,2941
03/18/2020,Italy,35713,2978,4025
03/19/2020,Italy,41035,3405,4440
03/20/2020,Italy,47021,4032,4440
03/21/2020,Italy,53578,4825,6072
03/22/2020,Italy,59138,5476,7024
03/23/2020,Italy,63927,6077,7432
01/27/2020,Ivory Coast,1,0,0
03/11/2020,Ivory Coast,1,0,0
03/12/2020,Ivory Coast,1,0,0
03/13/2020,Ivory Coast,1,0,0
03/14/2020,Ivory Coast,1,0,0
03/15/2020,Ivory Coast,1,0,0
03/16/2020,Ivory Coast,1,0,0
03/17/2020,Ivory Coast,5,0,1
03/18/2020,Ivory Coast,6,0,1
03/19/2020,Ivory Coast,9,0,1
03/20/2020,Ivory Coast,9,0,1
03/21/2020,Ivory Coast,14,0,1
03/22/2020,Ivory Coast,14,0,1
03/23/2020,Ivory Coast,25,0,2
03/11/2020,Jamaica,1,0,0
03/12/2020,Jamaica,2,0,0
03/13/2020,Jamaica,8,0,0
03/14/2020,Jamaica,8,0,0
03/15/2020,Jamaica,10,0,0
03/16/2020,Jamaica,10,0,2
03/17/2020,Jamaica,12,0,2
03/18/2020,Jamaica,13,0,2
03/19/2020,Jamaica,15,1,2
03/20/2020,Jamaica,16,1,2
03/21/2020,Jamaica,16,1,2
03/22/2020,Jamaica,16,1,2
03/23/2020,Jamaica,19,1,2
01/22/2020,Japan,2,0,0
01/23/2020,Japan,1,0,0
01/24/2020,Japan,2,0,0
01/25/2020,Japan,2,0,0
01/26/2020,Japan,4,0,1
01/27/2020,Japan,4,0,1
01/28/2020,Japan,7,0,1
01/29/2020,Japan,7,0,1
01/30/2020,Japan,11,0,1
01/31/2020,Japan,15,0,1
02/01/2020,Japan,20,0,1
02/02/2020,Japan,20,0,1
02/03/2020,Japan,20,0,1
02/04/2020,Japan,22,0,1
02/05/2020,Japan,22,0,1
02/06/2020,Japan,45,0,1
02/07/2020,Japan,25,0,1
02/08/2020,Japan,25,0,1
02/09/2020,Japan,26,0,1
02/10/2020,Japan,26,0,4
02/11/2020,Japan,26,0,9
02/12/2020,Japan,28,0,9
02/13/2020,Japan,28,1,9
02/14/2020,Japan,29,1,9
02/15/2020,Japan,43,1,12
02/16/2020,Japan,59,1,12
02/17/2020,Japan,66,1,12
02/18/2020,Japan,74,1,13
02/19/2020,Japan,84,1,18
02/20/2020,Japan,94,1,18
02/21/2020,Japan,105,1,22
02/22/2020,Japan,122,1,22
02/23/2020,Japan,147,1,22
02/24/2020,Japan,159,1,22
02/25/2020,Japan,170,1,22
02/26/2020,Japan,189,2,22
02/27/2020,Japan,214,4,22
02/28/2020,Japan,228,4,22
02/29/2020,Japan,241,5,32
03/01/2020,Japan,256,6,32
03/02/2020,Japan,274,6,32
03/03/2020,Japan,293,6,43
03/04/2020,Japan,331,6,43
03/05/2020,Japan,360,6,43
03/06/2020,Japan,420,6,46
03/07/2020,Japan,461,6,76
03/08/2020,Japan,502,6,76
03/09/2020,Japan,511,17,76
03/10/2020,Japan,581,10,101
03/11/2020,Japan,639,15,118
03/12/2020,Japan,639,16,118
03/13/2020,Japan,701,19,118
03/14/2020,Japan,773,22,118
03/15/2020,Japan,839,22,118
03/16/2020,Japan,825,27,144
03/17/2020,Japan,878,29,144
03/18/2020,Japan,889,29,144
03/19/2020,Japan,924,29,150
03/20/2020,Japan,963,33,191
03/21/2020,Japan,1007,35,232
03/22/2020,Japan,1086,40,235
03/23/2020,Japan,1128,42,235
03/14/2020,Jersey,2,0,0
03/15/2020,Jersey,2,0,0
03/16/2020,Jersey,2,0,0
03/17/2020,Jersey,0,0,0
03/18/2020,Jersey,0,0,0
03/19/2020,Jersey,0,0,0
03/20/2020,Jersey,0,0,0
03/21/2020,Jersey,0,0,0
03/22/2020,Jersey,0,0,0
03/03/2020,Jordan,1,0,0
03/04/2020,Jordan,1,0,0
03/05/2020,Jordan,1,0,0
03/06/2020,Jordan,1,0,0
03/07/2020,Jordan,1,0,0
03/08/2020,Jordan,1,0,0
03/09/2020,Jordan,1,0,0
03/10/2020,Jordan,1,0,0
03/11/2020,Jordan,1,0,0
03/12/2020,Jordan,1,0,0
03/13/2020,Jordan,1,0,1
03/14/2020,Jordan,1,0,1
03/15/2020,Jordan,8,0,1
03/16/2020,Jordan,17,0,1
03/17/2020,Jordan,34,0,1
03/18/2020,Jordan,52,0,1
03/19/2020,Jordan,69,0,1
03/20/2020,Jordan,85,0,1
03/21/2020,Jordan,85,0,1
03/22/2020,Jordan,112,0,1
03/23/2020,Jordan,127,0,1
03/13/2020,Kazakhstan,4,0,0
03/14/2020,Kazakhstan,6,0,0
03/15/2020,Kazakhstan,9,0,0
03/16/2020,Kazakhstan,10,0,0
03/17/2020,Kazakhstan,33,0,0
03/18/2020,Kazakhstan,35,0,0
03/19/2020,Kazakhstan,44,0,0
03/20/2020,Kazakhstan,49,3,0
03/21/2020,Kazakhstan,53,0,0
03/22/2020,Kazakhstan,60,0,0
03/23/2020,Kazakhstan,62,0,0
03/13/2020,Kenya,1,0,0
03/14/2020,Kenya,1,0,0
03/15/2020,Kenya,3,0,0
03/16/2020,Kenya,3,0,0
03/17/2020,Kenya,3,0,0
03/18/2020,Kenya,3,0,0
03/19/2020,Kenya,7,0,0
03/20/2020,Kenya,7,0,0
03/21/2020,Kenya,7,0,0
03/22/2020,Kenya,15,0,0
03/23/2020,Kenya,16,0,0
03/15/2020,Kosovo,2,0,0
03/16/2020,Kosovo,2,0,0
03/17/2020,Kosovo,2,0,0
03/18/2020,Kosovo,2,0,0
03/19/2020,Kosovo,2,0,0
03/20/2020,Kosovo,2,0,0
03/21/2020,Kosovo,2,0,0
03/22/2020,Kosovo,2,0,0
02/24/2020,Kuwait,1,0,0
02/25/2020,Kuwait,11,0,0
02/26/2020,Kuwait,26,0,0
02/27/2020,Kuwait,43,0,0
02/28/2020,Kuwait,45,0,0
02/29/2020,Kuwait,45,0,0
03/01/2020,Kuwait,45,0,0
03/02/2020,Kuwait,56,0,0
03/03/2020,Kuwait,56,0,0
03/04/2020,Kuwait,56,0,0
03/05/2020,Kuwait,58,0,0
03/06/2020,Kuwait,58,0,0
03/07/2020,Kuwait,61,0,0
03/08/2020,Kuwait,64,0,1
03/09/2020,Kuwait,64,0,1
03/10/2020,Kuwait,69,0,1
03/11/2020,Kuwait,72,0,2
03/12/2020,Kuwait,80,0,5
03/13/2020,Kuwait,80,0,5
03/14/2020,Kuwait,104,0,5
03/15/2020,Kuwait,112,0,5
03/16/2020,Kuwait,123,0,9
03/17/2020,Kuwait,130,0,9
03/18/2020,Kuwait,142,0,15
03/19/2020,Kuwait,148,0,18
03/20/2020,Kuwait,159,0,18
03/21/2020,Kuwait,176,0,27
03/22/2020,Kuwait,188,0,27
03/23/2020,Kuwait,189,0,30
03/18/2020,Kyrgyzstan,3,0,0
03/19/2020,Kyrgyzstan,3,0,0
03/20/2020,Kyrgyzstan,6,0,0
03/21/2020,Kyrgyzstan,14,0,0
03/22/2020,Kyrgyzstan,14,0,0
03/23/2020,Kyrgyzstan,16,0,0
03/02/2020,Latvia,1,0,0
03/03/2020,Latvia,1,0,0
03/04/2020,Latvia,1,0,0
03/05/2020,Latvia,1,0,0
03/06/2020,Latvia,1,0,0
03/07/2020,Latvia,1,0,0
03/08/2020,Latvia,2,0,0
03/09/2020,Latvia,6,0,0
03/10/2020,Latvia,8,0,1
03/11/2020,Latvia,10,0,1
03/12/2020,Latvia,10,0,1
03/13/2020,Latvia,17,0,1
03/14/2020,Latvia,26,0,1
03/15/2020,Latvia,30,0,1
03/16/2020,Latvia,34,0,1
03/17/2020,Latvia,49,0,1
03/18/2020,Latvia,71,0,1
03/19/2020,Latvia,86,0,1
03/20/2020,Latvia,111,0,1
03/21/2020,Latvia,124,0,1
03/22/2020,Latvia,139,0,1
03/23/2020,Latvia,180,0,1
02/21/2020,Lebanon,1,0,0
02/22/2020,Lebanon,1,0,0
02/23/2020,Lebanon,1,0,0
02/24/2020,Lebanon,1,0,0
02/25/2020,Lebanon,1,0,0
02/26/2020,Lebanon,2,0,0
02/27/2020,Lebanon,2,0,0
02/28/2020,Lebanon,2,0,0
02/29/2020,Lebanon,4,0,0
03/01/2020,Lebanon,10,0,0
03/02/2020,Lebanon,13,0,0
03/03/2020,Lebanon,13,0,0
03/04/2020,Lebanon,13,0,1
03/05/2020,Lebanon,16,0,1
03/06/2020,Lebanon,22,0,1
03/07/2020,Lebanon,22,0,1
03/08/2020,Lebanon,32,0,1
03/09/2020,Lebanon,32,0,1
03/10/2020,Lebanon,41,1,1
03/11/2020,Lebanon,61,3,1
03/12/2020,Lebanon,61,3,1
03/13/2020,Lebanon,77,3,1
03/14/2020,Lebanon,93,3,1
03/15/2020,Lebanon,110,3,1
03/16/2020,Lebanon,99,3,1
03/17/2020,Lebanon,120,3,3
03/18/2020,Lebanon,133,3,3
03/19/2020,Lebanon,157,4,4
03/20/2020,Lebanon,163,4,4
03/21/2020,Lebanon,187,4,4
03/22/2020,Lebanon,248,4,8
03/23/2020,Lebanon,267,4,8
03/16/2020,Liberia,1,0,0
03/17/2020,Liberia,1,0,0
03/18/2020,Liberia,2,0,0
03/19/2020,Liberia,2,0,0
03/20/2020,Liberia,2,0,0
03/21/2020,Liberia,3,0,0
03/22/2020,Liberia,3,0,0
03/23/2020,Liberia,3,0,0
03/04/2020,Liechtenstein,1,0,0
03/05/2020,Liechtenstein,1,0,0
03/06/2020,Liechtenstein,1,0,0
03/07/2020,Liechtenstein,1,0,0
03/08/2020,Liechtenstein,1,0,0
03/09/2020,Liechtenstein,1,0,0
03/10/2020,Liechtenstein,1,0,0
03/11/2020,Liechtenstein,1,0,0
03/12/2020,Liechtenstein,1,0,0
03/13/2020,Liechtenstein,1,0,0
03/14/2020,Liechtenstein,4,0,0
03/15/2020,Liechtenstein,4,0,0
03/16/2020,Liechtenstein,4,0,0
03/17/2020,Liechtenstein,7,0,0
03/18/2020,Liechtenstein,28,0,0
03/19/2020,Liechtenstein,28,0,0
03/20/2020,Liechtenstein,28,0,0
03/21/2020,Liechtenstein,37,0,0
03/22/2020,Liechtenstein,37,0,0
03/23/2020,Liechtenstein,51,0,0
02/28/2020,Lithuania,1,0,0
02/29/2020,Lithuania,1,0,0
03/01/2020,Lithuania,1,0,0
03/02/2020,Lithuania,1,0,0
03/03/2020,Lithuania,1,0,0
03/04/2020,Lithuania,1,0,0
03/05/2020,Lithuania,1,0,0
03/06/2020,Lithuania,1,0,0
03/07/2020,Lithuania,1,0,0
03/08/2020,Lithuania,1,0,0
03/09/2020,Lithuania,1,0,0
03/10/2020,Lithuania,1,0,0
03/11/2020,Lithuania,3,0,0
03/12/2020,Lithuania,3,0,0
03/13/2020,Lithuania,6,0,0
03/14/2020,Lithuania,8,0,0
03/15/2020,Lithuania,12,0,1
03/16/2020,Lithuania,17,0,1
03/17/2020,Lithuania,25,0,1
03/18/2020,Lithuania,27,0,1
03/19/2020,Lithuania,36,0,1
03/20/2020,Lithuania,49,0,1
03/21/2020,Lithuania,83,1,1
03/22/2020,Lithuania,131,1,1
03/23/2020,Lithuania,179,1,1
02/29/2020,Luxembourg,1,0,0
03/01/2020,Luxembourg,1,0,0
03/02/2020,Luxembourg,1,0,0
03/03/2020,Luxembourg,1,0,0
03/04/2020,Luxembourg,1,0,0
03/05/2020,Luxembourg,1,0,0
03/06/2020,Luxembourg,2,0,0
03/07/2020,Luxembourg,2,0,0
03/08/2020,Luxembourg,3,0,0
03/09/2020,Luxembourg,3,0,0
03/10/2020,Luxembourg,5,0,0
03/11/2020,Luxembourg,7,0,0
03/12/2020,Luxembourg,19,0,0
03/13/2020,Luxembourg,34,0,0
03/14/2020,Luxembourg,51,1,0
03/15/2020,Luxembourg,59,1,0
03/16/2020,Luxembourg,77,1,0
03/17/2020,Luxembourg,140,1,0
03/18/2020,Luxembourg,203,2,0
03/19/2020,Luxembourg,335,4,0
03/20/2020,Luxembourg,484,4,0
03/21/2020,Luxembourg,670,8,0
03/22/2020,Luxembourg,798,8,6
03/23/2020,Luxembourg,875,8,6
01/22/2020,Macau,1,0,0
01/23/2020,Macau,2,0,0
01/24/2020,Macau,2,0,0
01/25/2020,Macau,2,0,0
01/26/2020,Macau,5,0,0
01/27/2020,Macau,6,0,0
01/28/2020,Macau,7,0,0
01/29/2020,Macau,7,0,0
01/30/2020,Macau,7,0,0
01/31/2020,Macau,7,0,0
02/01/2020,Macau,7,0,0
02/02/2020,Macau,8,0,0
02/03/2020,Macau,8,0,0
02/04/2020,Macau,10,0,0
02/05/2020,Macau,10,0,0
02/06/2020,Macau,10,0,1
02/07/2020,Macau,10,0,1
02/08/2020,Macau,10,0,1
02/09/2020,Macau,10,0,1
02/10/2020,Macau,10,0,1
02/11/2020,Macau,10,0,1
02/12/2020,Macau,10,0,2
02/13/2020,Macau,10,0,3
02/14/2020,Macau,10,0,3
02/15/2020,Macau,10,0,3
02/16/2020,Macau,10,0,5
02/17/2020,Macau,10,0,5
02/18/2020,Macau,10,0,5
02/19/2020,Macau,10,0,5
02/20/2020,Macau,10,0,6
02/21/2020,Macau,10,0,6
02/22/2020,Macau,10,0,6
02/23/2020,Macau,10,0,6
02/24/2020,Macau,10,0,6
02/25/2020,Macau,10,0,7
02/26/2020,Macau,10,0,7
02/27/2020,Macau,10,0,8
02/28/2020,Macau,10,0,8
02/29/2020,Macau,10,0,8
03/01/2020,Macau,10,0,8
03/02/2020,Macau,10,0,8
03/03/2020,Macau,10,0,9
03/04/2020,Macau,10,0,9
03/05/2020,Macau,10,0,9
03/06/2020,Macau,10,0,10
03/07/2020,Macau,10,0,10
03/08/2020,Macau,10,0,10
03/09/2020,Macau,10,0,10
03/10/2020,Macau,10,0,10
03/11/2020,Macau,10,0,10
03/12/2020,Macau,10,0,10
03/13/2020,Macau,10,0,10
03/14/2020,Macau,10,0,10
03/15/2020,Macau,10,0,10
03/16/2020,Macau,11,0,10
03/17/2020,Macau,12,0,10
03/18/2020,Macau,15,0,10
03/19/2020,Macau,17,0,10
03/20/2020,Macau,17,0,10
03/21/2020,Macau,18,0,10
03/22/2020,Macau,20,0,10
03/23/2020,Macau,24,0,10
03/20/2020,Madagascar,3,0,0
03/21/2020,Madagascar,3,0,0
03/22/2020,Madagascar,3,0,0
03/23/2020,Madagascar,12,0,0
01/22/2020,Mainland China,547,17,28
01/23/2020,Mainland China,639,18,30
01/24/2020,Mainland China,916,26,36
01/25/2020,Mainland China,1399,42,39
01/26/2020,Mainland China,2062,56,49
01/27/2020,Mainland China,2863,82,58
01/28/2020,Mainland China,5494,131,101
01/29/2020,Mainland China,6070,133,120
01/30/2020,Mainland China,8124,171,135
01/31/2020,Mainland China,9783,213,214
02/01/2020,Mainland China,11871,259,275
02/02/2020,Mainland China,16607,361,463
02/03/2020,Mainland China,19693,425,614
02/04/2020,Mainland China,23680,490,843
02/05/2020,Mainland China,27409,562,1115
02/06/2020,Mainland China,30553,632,1476
02/07/2020,Mainland China,34075,717,1998
02/08/2020,Mainland China,36778,804,2595
02/09/2020,Mainland China,39790,904,3218
02/10/2020,Mainland China,42306,1011,3917
02/11/2020,Mainland China,44327,1111,4635
02/12/2020,Mainland China,44699,1116,5079
02/13/2020,Mainland China,59832,1368,6213
02/14/2020,Mainland China,66292,1520,7973
02/15/2020,Mainland China,68347,1662,9294
02/16/2020,Mainland China,70446,1765,10748
02/17/2020,Mainland China,72364,1863,12455
02/18/2020,Mainland China,74139,2002,14199
02/19/2020,Mainland China,74546,2114,15952
02/20/2020,Mainland China,74999,2236,18002
02/21/2020,Mainland China,75472,2236,18693
02/22/2020,Mainland China,76922,2441,22687
02/23/2020,Mainland China,76938,2443,23170
02/24/2020,Mainland China,77152,2593,24990
02/25/2020,Mainland China,77660,2663,27650
02/26/2020,Mainland China,78065,2715,30053
02/27/2020,Mainland China,78498,2744,32898
02/28/2020,Mainland China,78824,2788,36291
02/29/2020,Mainland China,79251,2835,39279
03/01/2020,Mainland China,79826,2870,42118
03/02/2020,Mainland China,80026,2912,44810
03/03/2020,Mainland China,80151,2945,47404
03/04/2020,Mainland China,80271,2981,49955
03/05/2020,Mainland China,80422,3013,52240
03/06/2020,Mainland China,80573,3042,53888
03/07/2020,Mainland China,80652,3070,55478
03/08/2020,Mainland China,80699,3097,57320
03/09/2020,Mainland China,80735,3120,58735
03/10/2020,Mainland China,80757,3136,60106
03/11/2020,Mainland China,80785,3158,61569
03/12/2020,Mainland China,80793,3169,62824
03/13/2020,Mainland China,80801,3176,64109
03/14/2020,Mainland China,80827,3189,65572
03/15/2020,Mainland China,80848,3199,66926
03/16/2020,Mainland China,80867,3213,67816
03/17/2020,Mainland China,80884,3226,68700
03/18/2020,Mainland China,80906,3237,69653
03/19/2020,Mainland China,80931,3245,70430
03/20/2020,Mainland China,80977,3249,71158
03/21/2020,Mainland China,81014,3255,71749
03/22/2020,Mainland China,81060,3261,72252
03/23/2020,Mainland China,81116,3270,72709
01/23/2020,Malaysia,0,0,0
01/25/2020,Malaysia,3,0,0
01/26/2020,Malaysia,4,0,0
01/27/2020,Malaysia,4,0,0
01/28/2020,Malaysia,4,0,0
01/29/2020,Malaysia,7,0,0
01/30/2020,Malaysia,8,0,0
01/31/2020,Malaysia,8,0,0
02/01/2020,Malaysia,8,0,0
02/02/2020,Malaysia,8,0,0
02/03/2020,Malaysia,8,0,0
02/04/2020,Malaysia,10,0,0
02/05/2020,Malaysia,12,0,0
02/06/2020,Malaysia,12,0,0
02/07/2020,Malaysia,12,0,1
02/08/2020,Malaysia,16,0,1
02/09/2020,Malaysia,16,0,1
02/10/2020,Malaysia,18,0,1
02/11/2020,Malaysia,18,0,3
02/12/2020,Malaysia,18,0,3
02/13/2020,Malaysia,19,0,3
02/14/2020,Malaysia,19,0,3
02/15/2020,Malaysia,22,0,7
02/16/2020,Malaysia,22,0,7
02/17/2020,Malaysia,22,0,7
02/18/2020,Malaysia,22,0,13
02/19/2020,Malaysia,22,0,15
02/20/2020,Malaysia,22,0,15
02/21/2020,Malaysia,22,0,15
02/22/2020,Malaysia,22,0,15
02/23/2020,Malaysia,22,0,15
02/24/2020,Malaysia,22,0,18
02/25/2020,Malaysia,22,0,18
02/26/2020,Malaysia,22,0,18
02/27/2020,Malaysia,23,0,18
02/28/2020,Malaysia,23,0,18
02/29/2020,Malaysia,25,0,18
03/01/2020,Malaysia,29,0,18
03/02/2020,Malaysia,29,0,18
03/03/2020,Malaysia,36,0,22
03/04/2020,Malaysia,50,0,22
